OID,GEOID10,Census Tract,Block Group,Block Group Name,Tract and Block Group,Gross Land Acres,Estimated Total Population 2010,Estimated Total Population 2011,Estimated Total Population 2012,Estimated Total Population 2013,Estimated Total Population 2014,Estimated Total Population 2015,Estimated Total Population 2016,Estimated Total Population 2017,Population Change 2000-2010,Percent Population Change 2000-2010,Population Change 2010-2017,Percent Population Change 2010-2017,2017 Population Density,2010 to 2017 Population Change,2010 to 2017 Percent Population Change,2010 Population Density
117,5.3033E+11,101,3,Block Group 3,10100.3,73.20225096,764,883.945,974.347,1295.2,1366.616,1434.985,1475.161,1517.015,-273.041,-26.33%,753.015,98.56%,20.78082192,753,98.6,10.46575342
118,5.3033E+11,94,4,Block Group 4,9400.4,34.11932259,753,760.542,761.01,764.531,767.425,780.485,807.906,847.894,52.973,7.57%,94.894,12.60%,24.94117647,95,12.6,22.14705882
119,5.3033E+11,94,3,Block Group 3,9400.3,115.7871568,1173,1163.081,1156.247,1161.384,1159.171,1180.144,1200.718,1217.996,-9.048,-0.77%,44.996,3.84%,10.5,45,3.8,10.11206897
120,5.3033E+11,99,1,Block Group 1,9900.1,104.8255621,1128,1121.91,1125.022,1132.319,1140.429,1159.732,1179.481,1204.635,112.96,11.13%,76.635,6.79%,11.47619048,77,6.8,10.74285714
121,5.3033E+11,112,2,Block Group 2,11200.2,257.9677659,872,866.796,867.581,862.48,870.078,886.527,904.593,923.895,-70.037,-7.44%,51.895,5.95%,3.581395349,52,6,3.379844961
122,5.3033E+11,109,1,Block Group 1,10900.1,673.895272,729,728.336,730.525,738.177,744.987,755.496,765.981,832.58,54.973,8.16%,103.58,14.21%,1.235905045,104,14.2,1.081602374
123,5.3033E+11,110.02,3,Block Group 3,11002.3,71.11841128,1134,1139.187,1140.078,1147.449,1154.582,1171.001,1176.994,1201.359,35.955,3.27%,67.359,5.94%,16.91549296,67,5.9,15.97183099
124,5.3033E+11,117,1,Block Group 1,11700.1,135.4829383,1510,1515.015,1516.467,1517.369,1515.422,1528.63,1581.968,1614.12,6.939,0.46%,104.12,6.90%,11.95555556,104,6.9,11.18518519
125,5.3033E+11,119,4,Block Group 4,11900.4,148.8147678,1489,1488.262,1489.826,1497.592,1512.035,1541.648,1563.305,1588.238,66.453,4.67%,99.238,6.67%,10.65771812,99,6.7,9.993288591
126,5.3033E+11,111.02,1,Block Group 1,11102.1,158.8577608,1212,1212.774,1216.223,1225.474,1234.43,1244.958,1262.568,1259.738,-8.049,-0.66%,47.738,3.94%,7.924528302,48,3.9,7.622641509
127,5.3033E+11,121,1,Block Group 1,12100.1,210.7145878,1157,1164.307,1170.574,1178.708,1167.009,1183.89,1209.972,1241.709,-80.049,-6.47%,84.709,7.32%,5.886255924,85,7.3,5.483412322
128,5.3033E+11,116,5,Block Group 5,11600.5,80.93206915,833,832.162,832.334,827.98,826.372,844.007,861.444,886.194,7.968,0.97%,53.194,6.39%,10.9382716,53,6.4,10.28395062
129,5.3033E+11,114.01,2,Block Group 2,11401.2,90.40770443,1231,1231.609,1246.361,1253.668,1269.95,1288.289,1307.989,1333.783,-3.05,-0.25%,102.783,8.35%,14.82222222,103,8.3,13.67777778
130,5.3033E+11,113,5,Block Group 5,11300.5,71.89209823,1112,1113.237,1114.042,1119.794,1130.968,1139.394,1155.151,1163.164,-36.046,-3.14%,51.164,4.60%,16.15277778,51,4.6,15.44444444
131,5.3033E+11,97.01,2,Block Group 2,9701.2,51.21357863,986,984.491,985.135,996.829,1008.68,1024.655,1056.326,1104.245,-49.041,-4.74%,118.245,11.99%,21.64705882,118,12,19.33333333
132,5.3033E+11,6,6,Block Group 6,600.6,82.02267754,1285,1291.378,1292.646,1295.565,1308.481,1328.165,1352.959,1389.641,88.952,7.44%,104.641,8.14%,16.95121951,105,8.1,15.67073171
133,5.3033E+11,2,5,Block Group 5,200.5,121.0485246,1324,1328.48,1329.189,1338.659,1347.988,1373.012,1428.782,1467.372,-48.066,-3.50%,143.372,10.83%,12.12396694,143,10.8,10.94214876
134,5.3033E+11,2,6,Block Group 6,200.6,126.3785876,1314,1314.556,1316.478,1328,1333.946,1345.753,1364.136,1286.789,20.381,1.58%,-27.211,-2.07%,10.21428571,-27,-2.1,10.42857143
135,5.3033E+11,19,2,Block Group 2,1900.2,102.4064004,1362,1372.025,1376.498,1377.585,1392.951,1416.961,1431.205,1477.941,201.952,17.41%,115.941,8.51%,14.49019608,116,8.5,13.35294118
136,5.3033E+11,18,2,Block Group 2,1800.2,60.31570534,1499,1497.579,1534.549,1554.967,1569.318,1599.853,1630.858,1702.855,218.946,17.10%,203.855,13.60%,28.38333333,204,13.6,24.98333333
137,5.3033E+11,19,1,Block Group 1,1900.1,189.2641889,1529,1529.128,1530.681,1541.3,1555.734,1584.064,1620.058,1591.271,462.957,43.43%,62.271,4.07%,8.417989418,62,4.1,8.08994709
138,5.3033E+11,13,3,Block Group 3,1300.3,107.0581592,1386,1399.744,1415.839,1424.902,1436.574,1465.07,1504.842,1541.957,71.947,5.48%,155.957,11.25%,14.41121495,156,11.3,12.95327103
139,5.3033E+11,13,1,Block Group 1,1300.1,124.9377162,1593,1593.045,1595.488,1608.354,1625.424,1666.044,1699.944,1721.677,20.938,1.33%,128.677,8.08%,13.776,129,8.1,12.744
140,5.3033E+11,13,2,Block Group 2,1300.2,60.57417757,1361,1361.475,1362.739,1512.669,1538.927,1564.774,1601.429,1640.836,63.947,4.93%,279.836,20.56%,26.90163934,280,20.6,22.31147541
141,5.3033E+11,17.02,2,Block Group 2,1702.2,80.28799776,1024,1026.775,1028.765,1046.919,1047.33,1064.543,1070.667,1105.385,3.959,0.39%,81.385,7.95%,13.8125,81,7.9,12.8
142,5.3033E+11,15,1,Block Group 1,1500.1,129.0752487,1205,1203.972,1207.049,1210.326,1218.367,1230.69,1257.088,1288.046,54.953,4.78%,83.046,6.89%,9.984496124,83,6.9,9.341085271
143,5.3033E+11,14,2,Block Group 2,1400.2,127.8271194,1071,1071.691,1074.998,1082.432,1160.535,1184.003,1208.601,1259.036,43.957,4.28%,188.036,17.56%,9.8359375,188,17.6,8.3671875
144,5.3033E+11,4.02,4,Block Group 4,402.4,99.94621924,1489,1487.329,1487.456,1494.137,1502.302,1520.773,1544.476,1589.351,232.95,18.55%,100.351,6.74%,15.89,100,6.7,14.89
145,5.3033E+11,4.02,1,Block Group 1,402.1,79.41027945,1221,1219.92,1222.134,1223.166,1229.641,1246.072,1263.557,1293.883,-24.05,-1.93%,72.883,5.97%,16.37974684,73,6,15.4556962
146,5.3033E+11,4.01,1,Block Group 1,401.1,156.0394805,2842,2841.139,2843.729,2863.128,3115.883,3197.719,3284.668,3384.291,931.914,48.79%,542.291,19.08%,21.69230769,542,19.1,18.21794872
147,5.3033E+11,42,5,Block Group 5,4200.5,91.30222591,1405,1394.938,1399.595,1404.291,1414.337,1427.476,1445.393,1481.56,-1.057,-0.08%,76.56,5.45%,16.28571429,77,5.4,15.43956044
148,5.3033E+11,22,3,Block Group 3,2200.3,147.6123765,1255,1242.31,1243.008,1389.375,1416.593,1435.98,1468.352,1499.39,3.017,0.24%,244.39,19.47%,10.12837838,244,19.5,8.47972973
149,5.3033E+11,22,1,Block Group 1,2200.1,152.2445905,1485,1485.458,1479.079,1488.753,1501.329,1523.416,1541.572,1575.263,-50.059,-3.26%,90.263,6.08%,10.36184211,90,6.1,9.769736842
150,5.3033E+11,41,4,Block Group 4,4100.4,119.1554503,1219,1218.091,1153.322,1156.124,1163.072,1176.929,1202.391,1209.272,-38.049,-3.03%,-9.728,-0.80%,10.15966387,-10,-0.8,10.24369748
151,5.3033E+11,42,1,Block Group 1,4200.1,161.7751979,1579,1579.322,1579.927,1580.976,1593.824,1612.769,1639.328,1680.397,88.941,5.97%,101.397,6.42%,10.37037037,101,6.4,9.74691358
152,5.3033E+11,50,1,Block Group 1,5000.1,91.61580264,1358,1367.986,1367.934,1377.372,1389.669,1405.572,1421.528,1453.405,34.948,2.64%,95.405,7.03%,15.79347826,95,7,14.76086957
153,5.3033E+11,45,1,Block Group 1,4500.1,64.19649535,1078,1077.259,1077.676,1089.886,1095.346,1106.284,1121.254,1208.358,154.964,16.79%,130.358,12.09%,18.875,130,12.1,16.84375
154,5.3033E+11,46,3,Block Group 3,4600.3,43.82463353,864,863.281,863.209,869.261,872.204,880.694,887.613,905.56,64.968,8.13%,41.56,4.81%,20.59090909,42,4.8,19.63636364
155,5.3033E+11,36,3,Block Group 3,3600.3,75.66589161,1293,1281.913,1289.842,1292.5,1291.88,1301.7,1320.684,1352.037,51.948,4.19%,59.037,4.57%,17.78947368,59,4.6,17.01315789
156,5.3033E+11,26,3,Block Group 3,2600.3,80.7673822,1333,1331.895,1332.551,1338.666,1338.202,1354.495,1376.882,1514.514,58.948,4.63%,181.514,13.62%,18.7037037,182,13.6,16.45679012
157,5.3033E+11,25,1,Block Group 1,2500.1,153.6997941,1404,1398.02,1400.15,1408.237,1411.895,1425.446,1447.204,1483.491,65.946,4.93%,79.491,5.66%,9.62987013,79,5.7,9.116883117
158,5.3033E+11,56,2,Block Group 2,5600.2,165.7319434,1277,1281.903,1275.442,1287.146,1286.107,1298.187,1323.132,1353.43,52.951,4.33%,76.43,5.99%,8.15060241,76,6,7.692771084
159,5.3033E+11,59,1,Block Group 1,5900.1,119.2113665,1645,1649.534,1660.565,1715.543,1732.228,1704.751,1744.534,1787.988,302.946,22.57%,142.988,8.69%,15.02521008,143,8.7,13.82352941
160,5.3033E+11,50,3,Block Group 3,5000.3,43.16535637,1279,1277.493,1277.995,1422.186,1449.037,1468.282,1627.749,1738.311,273.959,27.26%,459.311,35.91%,40.41860465,459,35.9,29.74418605
161,5.3033E+11,61,3,Block Group 3,6100.3,64.8890336,1324,1320.514,1342.267,1374.585,1390.33,1429.948,1497.331,1510.678,261.958,24.67%,186.678,14.10%,23.24615385,187,14.1,20.36923077
162,5.3033E+11,52,3,Block Group 3,5200.3,67.98003583,971,970.103,970.659,975.83,982.419,993.905,1009.435,1034.972,102.963,11.86%,63.972,6.59%,15.22058824,64,6.6,14.27941176
163,5.3033E+11,52,2,Block Group 2,5200.2,36.24984462,1214,1217.711,1218.57,1225.711,1232.155,1283.956,1422.745,1760.989,125.956,11.58%,546.989,45.06%,48.91666667,547,45.1,33.72222222
164,5.3033E+11,53.02,1,Block Group 1,5302.1,18.31891032,1770,1755.212,2116.134,2440.298,2227.78,2346.679,3513.158,3559.159,292.942,19.83%,1789.159,101.08%,197.7222222,1789,101.1,98.33333333
165,5.3033E+11,75,1,Block Group 1,7500.1,26.94041706,1136,1158.672,1168.963,1171.481,1180.67,1244.929,1276.266,1306.128,-25.047,-2.16%,170.128,14.98%,48.37037037,170,15,42.07407407
166,5.3033E+11,64,2,Block Group 2,6400.2,57.45990845,990,989.332,990.004,994.653,1002.361,1014.127,1027.831,1042.526,-35.042,-3.42%,52.526,5.31%,18.29824561,53,5.3,17.36842105
167,5.3033E+11,77,2,Block Group 2,7700.2,57.51575427,963,970.267,974.201,995.082,1007.018,1017.401,1044.206,1063.907,168.968,21.28%,100.907,10.48%,18.34482759,101,10.5,16.60344828
168,5.3033E+11,41,3,Block Group 3,4100.3,116.0555132,1461,1449.599,1450.703,1456.691,1462.73,1473.062,1487.935,1517.324,95.946,7.03%,56.324,3.86%,13.07758621,56,3.9,12.59482759
169,5.3033E+11,68,2,Block Group 2,6800.2,100.7127401,1543,1545.281,1545.982,1731.56,1771.049,1917.183,1971.57,2018.904,195.943,14.55%,475.904,30.84%,19.99009901,476,30.8,15.27722772
170,5.3033E+11,49,5,Block Group 5,4900.5,46.54773483,1387,1387.083,1400.106,1407.667,1503.968,1546.207,1571.894,1631.956,170.952,14.06%,244.956,17.66%,34.72340426,245,17.7,29.5106383
171,5.3033E+11,49,2,Block Group 2,4900.2,80.06586591,1022,1021.375,1022.588,1034.281,1037.292,1054.095,1061.577,1204.326,221.967,27.75%,182.326,17.84%,15.05,182,17.8,12.775
172,5.3033E+11,72,3,Block Group 3,7200.3,15.4524879,1492,1489.591,1771.007,1817.588,1833.21,2150.986,2176.839,2247.715,502.959,50.85%,755.715,50.65%,149.8666667,756,50.7,99.46666667
173,5.3033E+11,72,2,Block Group 2,7200.2,30.45969189,1186,1187.466,1187.932,1196.212,2107.882,2252.638,2321.685,2406.896,462.971,64.03%,1220.896,102.94%,80.23333333,1221,102.9,39.53333333
174,5.3033E+11,81,3,Block Group 3,8100.3,27.11512056,1285,1283.23,1283.94,1292.825,1304.008,1326.448,1361.459,1646.516,25.948,2.06%,361.516,28.13%,61,362,28.1,47.59259259
175,5.3033E+11,80.02,1,Block Group 1,8002.1,25.29568364,1758,1755.704,1756.177,1777.094,1786.327,1985.198,2214.788,2712.88,139.936,8.65%,954.88,54.32%,108.52,955,54.3,70.32
176,5.3033E+11,83,2,Block Group 2,8300.2,31.52965819,1572,1569.797,1570.285,1580.097,1745.241,1797.035,1842.976,1910.335,268.948,20.64%,338.335,21.52%,59.6875,338,21.5,49.125
177,5.3033E+11,74.02,3,Block Group 3,7402.3,15.41739893,1586,1583.553,1583.934,1594.439,1607.249,1632.146,1671.768,1740.252,-57.067,-3.47%,154.252,9.73%,116,154,9.7,105.7333333
178,5.3033E+11,78,4,Block Group 4,7800.4,124.8485111,1231,1235.819,1240.831,1251.574,1264.051,1283.773,1313.892,1348.452,-3.052,-0.25%,117.452,9.54%,10.784,117,9.5,9.848
179,5.3033E+11,100.01,1,Block Group 1,10001.1,243.8626171,873,872.336,872.692,863.418,870.136,955.175,982.329,1004.995,-14.037,-1.58%,131.995,15.12%,4.118852459,132,15.1,3.577868852
180,5.3033E+11,100.02,1,Block Group 1,10002.1,52.70214145,911,910.285,910.443,917.215,921.274,930.035,943.583,931.519,0.964,0.11%,20.519,2.25%,17.58490566,21,2.3,17.18867925
181,5.3033E+11,106,2,Block Group 2,10600.2,60.25318768,1041,1041.542,1041.92,1047.268,1057.434,1077.255,1092.34,1134.67,69.96,7.21%,93.67,9.00%,18.91666667,94,9,17.35
182,5.3033E+11,106,6,Block Group 6,10600.6,60.01670783,888,893.539,900.406,901.688,910.838,921.748,941.516,965.626,-18.037,-1.99%,77.626,8.74%,16.1,78,8.7,14.8
183,5.3033E+11,105,4,Block Group 4,10500.4,80.11675373,1534,1537.026,1520.13,1529.916,1543.782,1895.743,2923.605,3143.417,267.949,21.16%,1609.417,104.92%,39.2875,1609,104.9,19.175
184,5.3033E+11,97.02,4,Block Group 4,9702.4,93.58572674,973,975.872,978.149,993.406,996.885,1011.416,1027.386,1051.53,16.963,1.77%,78.53,8.07%,11.19148936,79,8.1,10.35106383
185,5.3033E+11,98,5,Block Group 5,9800.5,73.46739504,1199,1191.688,1194.898,1202.354,1209.636,1170.816,1252.286,1482.08,49.953,4.35%,283.08,23.61%,20.30136986,283,23.6,16.42465753
186,5.3033E+11,113,1,Block Group 1,11300.1,459.4296216,1640,1640.375,1649.094,1659.851,1678.792,1707.634,1753.153,1765.763,69.936,4.45%,125.763,7.67%,3.847494553,126,7.7,3.572984749
187,5.3033E+11,103,3,Block Group 3,10300.3,81.54848231,1259,1264.562,1265.773,1272.123,1281.138,1297.263,1309.358,1329.755,33.95,2.77%,70.755,5.62%,16.2195122,71,5.6,15.35365854
188,5.3033E+11,111.01,4,Block Group 4,11101.4,87.76837186,1280,1271.832,1272.458,1283.47,1286.271,1300.225,1316.525,1323.572,32.95,2.64%,43.572,3.40%,15.04545455,44,3.4,14.54545455
189,5.3033E+11,118,6,Block Group 6,11800.6,133.6417561,2239,2241.868,2360.774,2403.861,2425.222,2477.69,2534.626,2423.952,533.932,31.31%,184.952,8.26%,18.08955224,185,8.3,16.70895522
190,5.3033E+11,102,1,Block Group 1,10200.1,159.3896426,1420,1429.197,1431.542,1440.135,1450.304,1474.323,1498.603,1534.238,5.944,0.42%,114.238,8.05%,9.647798742,114,8,8.93081761
191,5.3033E+11,113,2,Block Group 2,11300.2,93.267455,1157,1156.297,1158.888,1164.361,1171.9,1184.402,1202.584,1221.107,98.957,9.35%,64.107,5.54%,13.12903226,64,5.5,12.44086022
192,5.3033E+11,113,3,Block Group 3,11300.3,68.40741815,1029,1028.27,1027.991,1032.683,1038.966,1046.54,1062.471,1083.251,-36.04,-3.38%,54.251,5.27%,15.92647059,54,5.3,15.13235294
193,5.3033E+11,113,4,Block Group 4,11300.4,97.67952158,1046,1045.154,1047.003,1050.651,1055.19,1065.165,1082.15,1080.905,-88.045,-7.76%,34.905,3.34%,11.03061224,35,3.3,10.67346939
194,5.3033E+11,99,4,Block Group 4,9900.4,991.9741239,1009,1010.141,1004.868,1028.335,1286.677,1339.808,1363.865,1436.259,237.968,30.86%,427.259,42.35%,1.447580645,427,42.3,1.017137097
195,5.3033E+11,98,2,Block Group 2,9800.2,77.4242935,1184,1183.087,1185.72,1194.093,1199.258,1215.906,1239.365,1269.432,86.956,7.93%,85.432,7.22%,16.48051948,85,7.2,15.37662338
196,5.3033E+11,96,1,Block Group 1,9600.1,99.81278234,748,747.899,748.454,757.125,760.256,771.471,784.262,809.335,-7.032,-0.93%,61.335,8.20%,8.09,61,8.2,7.48
197,5.3033E+11,96,5,Block Group 5,9600.5,143.9153357,1305,1305.656,1314.719,1319.119,1325.95,1348.4,1385.693,1422.74,68.952,5.58%,117.74,9.02%,9.881944444,118,9,9.0625
198,5.3033E+11,58.02,2,Block Group 2,5802.2,278.4388375,1522,1542.949,1552.419,1567.353,1892.905,2117.267,2278.034,2244.725,-84.066,-5.23%,722.725,47.49%,8.075539568,723,47.5,5.474820144
199,5.3033E+11,69,3,Block Group 3,6900.3,51.97070952,854,853.052,856.193,850.285,859.085,871.925,894.391,918.05,14.967,1.78%,64.05,7.50%,17.65384615,64,7.5,16.42307692
200,5.3033E+11,56,5,Block Group 5,5600.5,125.5537499,1363,1361.884,1370.502,1377.386,1383.671,1391.943,1415.008,1442.294,127.95,10.36%,79.294,5.82%,11.44444444,79,5.8,10.81746032
201,5.3033E+11,59,5,Block Group 5,5900.5,105.3168076,1156,1163.995,1164.886,1087.08,1087.799,1103.579,1121.686,1153.314,64.955,5.95%,-2.686,-0.23%,10.98095238,-3,-0.2,11.00952381
202,5.3033E+11,59,4,Block Group 4,5900.4,83.05162434,1433,1431.692,1431.927,1431.649,1446.882,1488.549,1519.221,1498.798,51.947,3.76%,65.798,4.59%,18.06024096,66,4.6,17.26506024
203,5.3033E+11,8,1,Block Group 1,800.1,120.4386685,1168,1163.196,1162.516,1164.299,1175.716,1179.942,1198.731,1228.108,-28.047,-2.35%,60.108,5.15%,10.23333333,60,5.1,9.733333333
204,5.3033E+11,2,1,Block Group 1,200.1,101.8044517,1086,1085.199,1085.908,1091.207,1099.771,1113.699,1133.26,1158.501,37.938,3.62%,72.501,6.68%,11.3627451,73,6.7,10.64705882
205,5.3033E+11,2,4,Block Group 4,200.4,93.22618841,1053,1051.915,1054.951,1059.892,1066.086,1090.896,1110.256,1042.625,-39.059,-3.58%,-10.375,-0.99%,11.21505376,-10,-1,11.32258065
206,5.3033E+11,27,3,Block Group 3,2700.3,77.95482875,1084,1078.646,1083.997,1092.317,1105.648,1123.489,1152.858,1182.593,36.957,3.53%,98.593,9.10%,15.16666667,99,9.1,13.8974359
207,5.3033E+11,21,3,Block Group 3,2100.3,109.3243627,1404,1406.501,1428.021,1434.889,1448.594,1482.143,1512.528,1550.319,64.945,4.85%,146.319,10.42%,14.22018349,146,10.4,12.88073394
208,5.3033E+11,17.01,2,Block Group 2,1701.2,75.33526461,1113,1111.87,1114.231,1122.388,1133.632,1150.626,1177.146,1212.235,-22.047,-1.94%,99.235,8.92%,16.16,99,8.9,14.84
209,5.3033E+11,17.02,4,Block Group 4,1702.4,78.41543319,884,877.727,878.062,882.91,886.085,891.332,905.296,923.56,-3.033,-0.34%,39.56,4.48%,11.84615385,40,4.5,11.33333333
210,5.3033E+11,14,4,Block Group 4,1400.4,224.7639907,1345,1345.986,1349.366,1355.398,1360.285,1378.312,1393.163,1423.235,51.948,4.02%,78.235,5.82%,6.324444444,78,5.8,5.977777778
211,5.3033E+11,28,3,Block Group 3,2800.3,47.35206284,985,988.161,990.494,993.152,1000.712,1015.632,1034.846,1065.545,58.962,6.37%,80.545,8.18%,22.68085106,81,8.2,20.95744681
212,5.3033E+11,31,2,Block Group 2,3100.2,76.70496974,1110,1113.874,1118.702,1127.322,1136.493,1145.367,1163.035,1173.437,40.957,3.83%,63.437,5.72%,15.23376623,63,5.7,14.41558442
213,5.3033E+11,28,1,Block Group 1,2800.1,64.90890016,1189,1194.878,1195.289,1194.105,1198.351,1217.141,1234.591,1252.868,84.954,7.70%,63.868,5.37%,19.27692308,64,5.4,18.29230769
214,5.3033E+11,10,2,Block Group 2,1000.2,144.1168003,1039,1038.28,1039.202,1049.383,1057.194,1072.811,1082.916,1105.331,112.963,12.20%,66.331,6.38%,7.673611111,66,6.4,7.215277778
215,5.3033E+11,39,1,Block Group 1,3900.1,140.6138344,1677,1675.601,1678.032,1689.983,1701.034,1721.931,1755.274,1800.369,70.937,4.42%,123.369,7.36%,12.76595745,123,7.4,11.89361702
216,5.3033E+11,43.02,2,Block Group 2,4302.2,45.24870184,1532,1544.404,1541.368,1567.356,1574.86,1607.627,1617.92,1754.825,18.94,1.25%,222.825,14.55%,39,223,14.5,34.04444444
217,5.3033E+11,46,2,Block Group 2,4600.2,75.36911805,1309,1309.837,1312.617,1319.183,1326.849,1346.612,1365.564,1377.657,117.951,9.90%,68.657,5.24%,18.37333333,69,5.2,17.45333333
218,5.3033E+11,27,4,Block Group 4,2700.4,103.2868369,1439,1441.069,1442.019,1458.064,1470.138,1488.971,1514.696,1530.009,240.952,20.11%,91.009,6.32%,14.85436893,91,6.3,13.97087379
219,5.3033E+11,57,3,Block Group 3,5700.3,106.6012614,909,908.225,911.459,911.873,918.977,932.249,946.544,930.124,57.966,6.81%,21.124,2.32%,8.691588785,21,2.3,8.495327103
220,5.3033E+11,57,4,Block Group 4,5700.4,99.83971682,1184,1183.092,1183.76,1184.141,1195.049,1218.739,1232.35,1250.996,79.957,7.24%,66.996,5.66%,12.51,67,5.7,11.84
221,5.3033E+11,58.01,2,Block Group 2,5801.2,52.28956346,1380,1378.474,1381.083,1389.73,1401.01,1423.62,1457.484,1500.701,15.945,1.17%,120.701,8.75%,28.86538462,121,8.7,26.53846154
222,5.3033E+11,48,3,Block Group 3,4800.3,118.1252762,1075,1090.793,1091.116,1113.449,1181.82,1203.735,1272.743,1303.618,-29.043,-2.63%,228.618,21.27%,11.05084746,229,21.3,9.110169492
223,5.3033E+11,57,1,Block Group 1,5700.1,717.5683553,483,484.747,480.831,480.823,484.866,493.856,505.132,520.239,-266.031,-35.52%,37.239,7.71%,0.724233983,37,7.7,0.67270195
224,5.3033E+11,58.01,3,Block Group 3,5801.3,83.58636039,1161,1161.845,1162.373,1168.745,1175.668,1198.738,1223.606,1263.14,17.953,1.57%,102.14,8.80%,15.03571429,102,8.8,13.82142857
225,5.3033E+11,32,3,Block Group 3,3200.3,85.26400834,1102,1100.674,1101.188,1100.623,1111.929,1533.871,1729.513,1909.54,224.965,25.65%,807.54,73.28%,22.47058824,808,73.3,12.96470588
226,5.3033E+11,32,4,Block Group 4,3200.4,64.74086851,1114,1112.573,1115.758,1128.267,1139.585,1182.315,1209.433,1262.19,-86.049,-7.17%,148.19,13.30%,19.41538462,148,13.3,17.13846154
227,5.3033E+11,47,1,Block Group 1,4700.1,67.35153686,1203,1196.306,1197.065,1203.612,1426.498,1480.019,1510.456,1513.298,34.952,2.99%,310.298,25.79%,22.58208955,310,25.8,17.95522388
228,5.3033E+11,74.01,1,Block Group 1,7401.1,14.53770377,1081,1075.326,1075.703,1082.733,1086.025,1207.14,1241.781,1272.936,-74.047,-6.41%,191.936,17.76%,84.86666667,192,17.8,72.06666667
229,5.3033E+11,53.02,2,Block Group 2,5302.2,97.12005276,1165,1173.65,746.756,752.038,1740.124,1798.579,1817.821,1820.794,138.958,13.54%,655.794,56.29%,18.77319588,656,56.3,12.01030928
230,5.3033E+11,76,3,Block Group 3,7600.3,46.3992245,1182,1180.656,1180.944,1186.956,1193.517,1213.777,1225.578,1347.382,87.957,8.04%,165.382,13.99%,29.2826087,165,14,25.69565217
231,5.3033E+11,41,5,Block Group 5,4100.5,91.00668787,1120,1108.648,1108.929,1114.707,1122.353,1131.867,1145.567,1167.881,79.957,7.69%,47.881,4.28%,12.83516484,48,4.3,12.30769231
232,5.3033E+11,80.01,1,Block Group 1,8001.1,24.06682858,1471,1590.717,1606.373,1294.406,1304.499,1803.602,1898.802,1941.259,451.959,44.35%,470.259,31.97%,80.875,470,32,61.29166667
233,5.3033E+11,80.01,2,Block Group 2,8001.2,17.12810948,830,830.747,831.063,837.13,1000.279,1105.835,1145.149,1168.213,-416.049,-33.39%,338.213,40.75%,68.70588235,338,40.7,48.82352941
234,5.3033E+11,73,2,Block Group 2,7300.2,62.19790703,1370,1481.906,1710.494,1889.017,1912.16,1946.789,2316.707,2863.731,207.953,17.90%,1493.731,109.03%,46.19354839,1494,109,22.09677419
235,5.3033E+11,91,2,Block Group 2,9100.2,27.20061902,1207,1205.309,1208.47,1226.747,1256.648,1274.873,1403.87,1454.867,68.954,6.06%,247.867,20.54%,53.88888889,248,20.5,44.7037037
236,5.3033E+11,84,1,Block Group 1,8400.1,36.38947972,1258,1256.047,1256.302,1415.792,1445.237,1480.036,2360.842,2626.491,109.954,9.58%,1368.491,108.78%,72.94444444,1368,108.8,34.94444444
