OID,GEOID10,Census Tract,Block Group,Block Group Name,Tract and Block Group,Gross Land Acres,Estimated Total Population 2010,Estimated Total Population 2011,Estimated Total Population 2012,Estimated Total Population 2013,Estimated Total Population 2014,Estimated Total Population 2015,Estimated Total Population 2016,Estimated Total Population 2017,Population Change 2000-2010,Percent Population Change 2000-2010,Population Change 2010-2017,Percent Population Change 2010-2017,2017 Population Density,2010 to 2017 Population Change,2010 to 2017 Percent Population Change,2010 Population Density
237,5.3033E+11,86,2,Block Group 2,8600.2,64.99884652,2684,2777.362,2722.024,2950.921,3265.106,3117.045,3283.911,3676.863,548.913,25.71%,992.863,36.99%,56.56923077,993,37,41.29230769
238,5.3033E+11,87,3,Block Group 3,8700.3,55.60908915,1327,1330.649,1331.917,1350.518,1361.875,1410.049,1484.991,1547.851,89.951,7.27%,220.851,16.64%,27.64285714,221,16.6,23.69642857
239,5.3033E+11,88,1,Block Group 1,8800.1,81.61396524,1346,1344.899,1347.162,1353.106,1365.696,1382.926,1400.338,1485.591,76.949,6.06%,139.591,10.37%,18.12195122,140,10.4,16.41463415
240,5.3033E+11,77,3,Block Group 3,7700.3,59.95616701,1004,1014.741,1007.361,1012.868,1015.29,1035.757,1072.198,1107.162,118.965,13.44%,103.162,10.28%,18.45,103,10.3,16.73333333
241,5.3033E+11,89,1,Block Group 1,8900.1,108.8721658,1162,1163.796,1164.286,1176.736,1186.659,1201.488,1228.6,1266.315,23.952,2.11%,104.315,8.98%,11.6146789,104,9,10.66055046
242,5.3033E+11,101,5,Block Group 5,10100.5,152.0703812,2119,2140.951,2152.543,2170.509,2190.046,2332.151,2410.622,2483.682,561.939,36.09%,364.682,17.21%,16.34210526,365,17.2,13.94078947
243,5.3033E+11,100.02,4,Block Group 4,10002.4,59.86696197,1192,1192.752,1195.309,1204.408,1215.453,1233.932,1243.287,1269.384,-133.054,-10.04%,77.384,6.49%,21.15,77,6.5,19.86666667
244,5.3033E+11,107.01,1,Block Group 1,10701.1,234.2571367,2156,2146.421,2148.797,2172.433,2319.523,2409.379,2457.478,2517.914,149.921,7.47%,361.914,16.79%,10.76068376,362,16.8,9.213675214
245,5.3033E+11,105,3,Block Group 3,10500.3,93.41843639,1138,1128.056,1120.239,1125.861,1130.79,1141.885,1156.595,1187.693,103.962,10.05%,49.693,4.37%,12.77419355,50,4.4,12.23655914
246,5.3033E+11,97.02,3,Block Group 3,9702.3,81.07799367,842,842.895,846.732,850.822,854.133,866.462,880.004,894.93,36.968,4.59%,52.93,6.29%,11.04938272,53,6.3,10.39506173
247,5.3033E+11,97.02,2,Block Group 2,9702.2,90.69731194,957,957.854,958.263,964.775,970.236,984.868,998.243,1020.057,41.964,4.59%,63.057,6.59%,11.20879121,63,6.6,10.51648352
248,5.3033E+11,110.01,3,Block Group 3,11001.3,118.6931161,2272,2281.849,2287.773,2297.136,2308.732,2330.708,2366.708,2474.673,957.949,72.90%,202.673,8.92%,20.79831933,203,8.9,19.09243697
249,5.3033E+11,111.01,1,Block Group 1,11101.1,40.50724379,887,876.319,881.593,886.684,893.517,905.929,922.209,938.212,-211.045,-19.22%,51.212,5.77%,22.87804878,51,5.8,21.63414634
250,5.3033E+11,111.02,4,Block Group 4,11102.4,62.09684093,1032,1031.402,1032.442,1039.795,1129.993,1151.977,1182.153,1141.564,127.965,14.16%,109.564,10.62%,18.41935484,110,10.6,16.64516129
251,5.3033E+11,118,1,Block Group 1,11800.1,93.21782096,801,802.327,802.857,802.8,808.819,821.196,838.978,828.361,-299.043,-27.19%,27.361,3.42%,8.903225806,27,3.4,8.612903226
252,5.3033E+11,119,3,Block Group 3,11900.3,110.7770952,1236,1235.308,1242.011,1248.241,1256.951,1272.196,1294.22,1317.578,-5.364,-0.43%,81.578,6.60%,11.87387387,82,6.6,11.13513514
253,5.3033E+11,116,4,Block Group 4,11600.4,143.2771362,1009,1012.325,1016.286,1026.248,1036.621,1047.777,1072.295,1064.399,58.963,6.21%,55.399,5.49%,7.440559441,55,5.5,7.055944056
254,5.3033E+11,114.02,3,Block Group 3,11402.3,106.7515014,1575,1573.649,1574.692,1583.144,1594.355,1615.144,1647.803,1676.908,236.946,17.71%,101.908,6.47%,15.6728972,102,6.5,14.71962617
255,5.3033E+11,116,2,Block Group 2,11600.2,78.73148097,938,938.75,938.842,944.738,946.134,959.953,970.964,996.047,18.964,2.06%,58.047,6.19%,12.60759494,58,6.2,11.87341772
256,5.3033E+11,71,1,Block Group 1,7100.1,76.7168308,1049,1047.59,1362.68,1544.825,1573.236,1876.839,1989.194,1957.839,158.963,17.86%,908.839,86.64%,25.42857143,909,86.6,13.62337662
257,5.3033E+11,58.02,3,Block Group 3,5802.3,394.4480129,2046,2048.339,2051.887,2092.313,2113.04,2162.087,2195.263,2242.381,284.93,16.18%,196.381,9.60%,5.69035533,196,9.6,5.192893401
258,5.3033E+11,70,2,Block Group 2,7000.2,16.55556632,1142,1153.265,1153.555,1161.193,1170.697,1191.714,1224.335,1264.766,-13.046,-1.13%,122.766,10.75%,74.41176471,123,10.8,67.17647059
259,5.3033E+11,7,1,Block Group 1,700.1,51.16292203,1562,1560.465,1572.363,1819.52,1870.296,1935.733,1988.014,2251.885,95.943,6.54%,689.885,44.17%,44.15686275,690,44.2,30.62745098
260,5.3033E+11,3,2,Block Group 2,300.2,104.3110887,1345,1345.933,1346.786,1359.158,1368.597,1383.879,1404.315,1437.68,54.92,4.26%,92.68,6.89%,13.82692308,93,6.9,12.93269231
261,5.3033E+11,1,4,Block Group 4,100.4,31.23930937,1492,1484.31,1488.353,1500.044,1512.764,1979.954,2076.437,2135.717,124.94,9.14%,643.717,43.15%,68.90322581,644,43.1,48.12903226
262,5.3033E+11,31,5,Block Group 5,3100.5,210.3369627,1283,1281.863,1282.005,1291.926,1287.607,1298.262,1316.432,1351.038,108.952,9.28%,68.038,5.30%,6.433333333,68,5.3,6.10952381
263,5.3033E+11,33,2,Block Group 2,3300.2,55.46255566,1109,1111.302,1114.971,1132.35,1143.028,1161.212,1181.411,1212.98,66.956,6.43%,103.98,9.38%,22.05454545,104,9.4,20.16363636
264,5.3033E+11,32,7,Block Group 7,3200.7,78.60397459,1115,1114.02,1119.53,1124.839,1123.745,1139.476,1150.377,1173.31,69.958,6.69%,58.31,5.23%,14.84810127,58,5.2,14.11392405
265,5.3033E+11,33,5,Block Group 5,3300.5,68.9930579,1065,1064.081,1064.363,1068.749,1198.368,1228.88,1242.291,1275.551,29.959,2.89%,210.551,19.77%,18.49275362,211,19.8,15.43478261
266,5.3033E+11,31,4,Block Group 4,3100.4,95.07947876,1393,1391.903,1395.125,1395.098,1401.127,1425.122,1443.271,1469.696,3.946,0.28%,76.696,5.51%,15.47368421,77,5.5,14.66315789
267,5.3033E+11,31,1,Block Group 1,3100.1,75.56655525,1149,1148.01,1149.767,1153.809,1158.519,1171.269,1181.317,1206.595,3.957,0.35%,57.595,5.01%,15.88157895,58,5,15.11842105
268,5.3033E+11,28,4,Block Group 4,2800.4,80.95864177,1411,1411.358,1414.364,1422.559,1431.397,1448.486,1465.823,1492.798,119.948,9.29%,81.798,5.80%,18.43209877,82,5.8,17.41975309
269,5.3033E+11,30,2,Block Group 2,3000.2,90.66197587,1332,1330.859,1331.19,1336.579,1413.556,1475.413,1496.453,1529.174,157.952,13.45%,197.174,14.80%,16.8021978,197,14.8,14.63736264
270,5.3033E+11,24,1,Block Group 1,2400.1,102.2356506,959,958.206,958.215,961.063,964.729,978.295,984.505,1006.109,66.961,7.51%,47.109,4.91%,9.862745098,47,4.9,9.401960784
271,5.3033E+11,24,2,Block Group 2,2400.2,44.01515178,811,810.236,813.233,816.783,821.144,822.791,842.113,868.194,-60.035,-6.89%,57.194,7.05%,19.72727273,57,7.1,18.43181818
272,5.3033E+11,39,2,Block Group 2,3900.2,100.0191153,1095,1094.089,1093.923,1096.862,1100.225,1108.881,1115.459,1140.622,30.957,2.91%,45.622,4.17%,11.41,46,4.2,10.95
273,5.3033E+11,43.02,1,Block Group 1,4302.1,36.47250713,1986,2104.693,2163.248,2178.359,2197.334,2312.243,2290.545,2314.12,369.936,22.89%,328.12,16.52%,64.27777778,328,16.5,55.16666667
274,5.3033E+11,36,1,Block Group 1,3600.1,96.47364732,1268,1256.458,1266.565,1274.456,1423.934,1394.931,1844.938,1950.989,150.958,13.51%,682.989,53.86%,20.32291667,683,53.9,13.20833333
275,5.3033E+11,36,2,Block Group 2,3600.2,56.75887049,1282,1280.403,1281.823,1284.891,1303.009,1736.639,1821.117,2078.773,186.956,17.07%,796.773,62.15%,36.47368421,797,62.2,22.49122807
276,5.3033E+11,26,2,Block Group 2,2600.2,93.24373289,1294,1297.133,1300.42,1308.307,1311.969,1322.011,1334.01,1364.065,-24.053,-1.83%,70.065,5.42%,14.66666667,70,5.4,13.91397849
277,5.3033E+11,59,3,Block Group 3,5900.3,51.40286136,1271,1286.458,1288.524,1353.281,1345.209,1424.682,1437.755,1397.101,-465.07,-26.79%,126.101,9.92%,27.39215686,126,9.9,24.92156863
278,5.3033E+11,48,4,Block Group 4,4800.4,70.86488116,1173,1173.986,1175.554,1181.448,1189.056,1204.96,1220.239,1253.975,130.956,12.57%,80.975,6.90%,17.66197183,81,6.9,16.52112676
279,5.3033E+11,32,2,Block Group 2,3200.2,47.97328577,1146,1146.387,1146.603,1210.604,1229.877,1246.98,1304.827,1389.641,33.956,3.05%,243.641,21.26%,28.95833333,244,21.3,23.875
280,5.3033E+11,32,5,Block Group 5,3200.5,47.51465819,720,719.407,719.795,723.29,728.128,738.741,743.711,764.059,-14.029,-1.91%,44.059,6.12%,15.91666667,44,6.1,15
281,5.3033E+11,50,2,Block Group 2,5000.2,52.37151445,963,961.961,961.862,965.497,1002.973,1026.404,1039.501,1061.392,38.962,4.22%,98.392,10.22%,20.40384615,98,10.2,18.51923077
282,5.3033E+11,74.01,3,Block Group 3,7401.3,15.18660251,981,979.61,980.031,988.422,1018.81,1036.338,1063.537,1098.69,-27.04,-2.68%,117.69,12.00%,73.26666667,118,12,65.4
283,5.3033E+11,52,4,Block Group 4,5200.4,74.77754777,1415,1417.594,1418.48,1425.317,1434.35,1452.735,1476.605,1506.875,261.956,22.72%,91.875,6.49%,20.09333333,92,6.5,18.86666667
284,5.3033E+11,65,2,Block Group 2,6500.2,47.08988404,1490,1488.172,1489.141,1502.806,1511.615,1639.911,1698.862,1769.558,13.941,0.94%,279.558,18.76%,37.65957447,280,18.8,31.70212766
285,5.3033E+11,62,2,Block Group 2,6200.2,138.9535522,1475,1473.926,1477.395,1485.919,1501.047,1521.801,1544.74,1575.287,5.938,0.40%,100.287,6.80%,11.33093525,100,6.8,10.61151079
286,5.3033E+11,76,2,Block Group 2,7600.2,52.750327,1179,1190.424,1194.883,1227.259,1370.941,1427.123,1461.997,1484.16,73.955,6.69%,305.16,25.88%,28,305,25.9,22.24528302
287,5.3033E+11,63,1,Block Group 1,6300.1,54.60385569,1280,1279.107,1282.663,1286.656,1301.189,1327.675,1367.314,1424.988,38.949,3.14%,144.988,11.33%,25.90909091,145,11.3,23.27272727
288,5.3033E+11,49,3,Block Group 3,4900.3,41.23175677,1238,1242.99,1248.362,1258.476,1263.642,1302.236,1344.434,1427.077,56.954,4.82%,189.077,15.27%,34.80487805,189,15.3,30.19512195
289,5.3033E+11,67,4,Block Group 4,6700.4,100.0435788,1708,1705.916,1707.956,1719.058,1728.657,1762.881,1796.464,1843.468,102.934,6.41%,135.468,7.93%,18.43,135,7.9,17.08
290,5.3033E+11,85,3,Block Group 3,8500.3,35.53301247,2221,2219.775,2220.025,2196.497,2201.105,2209.053,2223.864,2244.859,-1500.15,-40.31%,23.859,1.07%,62.36111111,24,1.1,61.69444444
291,5.3033E+11,74.02,1,Block Group 1,7402.1,27.91623621,1772,1769.566,1770.217,1783.294,1798.924,1976.798,2098.925,2123.404,467.947,35.88%,351.404,19.83%,75.82142857,351,19.8,63.28571429
292,5.3033E+11,74.02,2,Block Group 2,7402.2,18.26528845,1563,1560.964,1561.538,1570.997,1582.944,1606.305,1677.726,1764.234,-108.069,-6.47%,201.234,12.88%,98,201,12.9,86.83333333
293,5.3033E+11,75,5,Block Group 5,7500.5,44.43943172,858,1027.997,1063.776,1441.072,1490.085,1554.319,1623.908,1683.359,-74.037,-7.94%,825.359,96.20%,38.25,825,96.2,19.5
294,5.3033E+11,90,1,Block Group 1,9000.1,72.32379133,1214,1212.784,1217.418,1325.466,1347.735,1380.861,1409.86,1557.712,430.971,55.04%,343.712,28.31%,21.63888889,344,28.3,16.86111111
295,5.3033E+11,77,4,Block Group 4,7700.4,46.33077631,1338,1351.141,1362.249,1385.888,1409.54,1459.261,1505.939,1637.783,211.956,18.82%,299.783,22.41%,35.60869565,300,22.4,29.08695652
296,5.3033E+11,78,3,Block Group 3,7800.3,77.16878654,1152,1151.024,1145.018,1149.379,1166.842,1180.306,1208.738,1242.623,91.958,8.67%,90.623,7.87%,16.14285714,91,7.9,14.96103896
297,5.3033E+11,94,5,Block Group 5,9400.5,89.82824231,1452,1457.466,1462.228,1488.557,1503.201,1524.575,1574.999,1626.54,80.945,5.90%,174.54,12.02%,18.07777778,175,12,16.13333333
298,5.3033E+11,94,1,Block Group 1,9400.1,29.03587069,1133,1161.729,1170.5,1167.346,1181.075,1204.826,1233.456,1288.507,46.956,4.32%,155.507,13.73%,44.44827586,156,13.7,39.06896552
299,5.3033E+11,89,4,Block Group 4,8900.4,57.47226372,1205,1221.477,1225.721,1246.218,1301.266,1339.685,1388.616,1461.708,126.956,11.78%,256.708,21.30%,25.64912281,257,21.3,21.14035088
300,5.3033E+11,107.02,3,Block Group 3,10702.3,67.71255782,1094,1111.875,1122.192,1132.202,1132.5,1174.685,1201.759,1243.599,184.963,20.35%,149.599,13.67%,18.29411765,150,13.7,16.08823529
301,5.3033E+11,98,4,Block Group 4,9800.4,100.320831,1301,1303.863,1312.874,1315.113,1329.944,1342.722,1376.843,1527.971,139.954,12.05%,226.971,17.45%,15.28,227,17.4,13.01
302,5.3033E+11,104.01,3,Block Group 3,10401.3,129.7866651,1471,1482.771,1487.192,1497.311,1510.468,1531.496,1561.574,1579.768,-15.31,-1.03%,108.768,7.39%,12.15384615,109,7.4,11.31538462
303,5.3033E+11,110.02,2,Block Group 2,11002.2,96.06617055,2322,2320.779,2321.232,2331.373,2339.21,2354.845,2375.794,2408.321,604.462,35.19%,86.321,3.72%,25.08333333,86,3.7,24.1875
304,5.3033E+11,103,4,Block Group 4,10300.4,85.43124916,1140,1145.69,1148.423,1161.933,1178.865,1213.58,1638.848,1739.469,-80.05,-6.56%,599.469,52.59%,20.45882353,599,52.6,13.41176471
305,5.3033E+11,110.01,1,Block Group 1,11001.1,68.58681666,1158,1176.146,1193.557,1212.725,1220.513,1225.579,1233.393,1249.691,785.742,211.08%,91.691,7.92%,18.11594203,92,7.9,16.7826087
306,5.3033E+11,111.01,2,Block Group 2,11101.2,97.22212952,1103,1592.545,2190.224,2247.423,2261.963,2291.499,2335.807,3015.697,-73.048,-6.21%,1912.697,173.41%,31.09278351,1913,173.4,11.37113402
307,5.3033E+11,102,3,Block Group 3,10200.3,76.1156234,1224,1227.451,1228.616,1234.992,1243.925,1265.191,1290.962,1315.784,-85.051,-6.50%,91.784,7.50%,17.31578947,92,7.5,16.10526316
308,5.3033E+11,114.02,2,Block Group 2,11402.2,79.30402414,1504,1532.287,1533.772,1544.251,1550.621,1578.309,1602.76,1634.608,24.941,1.69%,130.608,8.68%,20.69620253,131,8.7,19.03797468
309,5.3033E+11,114.02,1,Block Group 1,11402.1,107.0571708,1095,1094.199,1095.27,1101.745,1106.267,1112.6,1134.55,1214.031,6.954,0.64%,119.031,10.87%,11.34579439,119,10.9,10.23364486
310,5.3033E+11,106,4,Block Group 4,10600.4,86.61933183,919,920.177,920.438,924.675,929.447,936.532,948.523,958.685,25.964,2.91%,39.685,4.32%,11.02298851,40,4.3,10.56321839
311,5.3033E+11,69,2,Block Group 2,6900.2,63.02966374,1021,1020.011,1025.974,1035.652,1045.076,1058.297,1075.022,1100.544,29.959,3.02%,79.544,7.79%,17.47619048,80,7.8,16.20634921
312,5.3033E+11,7,4,Block Group 4,700.4,80.17976561,876,877.251,877.144,879.942,878.639,891.335,904.036,927.045,4.963,0.57%,51.045,5.83%,11.5875,51,5.8,10.95
313,5.3033E+11,1,1,Block Group 1,100.1,205.8725449,1250,1243.198,1245.579,1253.798,1257.964,1278.054,1302.797,1339.064,-38.074,-2.96%,89.064,7.12%,6.5,89,7.1,6.067961165
314,5.3033E+11,2,2,Block Group 2,200.2,125.4808538,1360,1359.007,1360.217,1367.831,1378.21,1400.134,1422.184,1435.408,336.486,32.88%,75.408,5.55%,11.48,75,5.5,10.88
315,5.3033E+11,20,3,Block Group 3,2000.3,66.08017967,912,906.778,907.22,911.501,917.098,929.084,945.069,969.114,90.968,11.08%,57.114,6.26%,14.68181818,57,6.3,13.81818182
316,5.3033E+11,21,2,Block Group 2,2100.2,87.79555345,897,896.183,896.504,900.617,904.408,914.426,932.467,957.79,68.967,8.33%,60.79,6.78%,10.88636364,61,6.8,10.19318182
317,5.3033E+11,20,2,Block Group 2,2000.2,76.0696618,980,979.153,979.676,989.868,1003.142,1013.19,1023.892,1051.163,76.965,8.52%,71.163,7.26%,13.82894737,71,7.3,12.89473684
318,5.3033E+11,12,4,Block Group 4,1200.4,120.6081828,1217,1215.804,1216.735,1225.993,1235.695,1254.919,1282.088,1118.265,88.954,7.89%,-98.735,-8.11%,9.239669421,-99,-8.1,10.05785124
319,5.3033E+11,12,5,Block Group 5,1200.5,88.84550421,1517,1522.509,1528.812,1538.532,1565.96,1616.802,1654.738,1684.993,85.941,6.01%,167.993,11.07%,18.93258427,168,11.1,17.04494382
320,5.3033E+11,16,2,Block Group 2,1600.2,163.4671285,1342,1342.995,1343.616,1353.248,1360.042,1375.219,1390.687,1416.089,81.95,6.50%,74.089,5.52%,8.687116564,74,5.5,8.233128834
321,5.3033E+11,17.01,3,Block Group 3,1701.3,65.26819139,1100,1104.343,1104.832,1138.661,1151.755,1172.644,1192.044,1222.731,57.959,5.56%,122.731,11.16%,18.81538462,123,11.2,16.92307692
322,5.3033E+11,16,1,Block Group 1,1600.1,220.8580687,1375,1377.642,1380.185,1392.444,1404.27,1417.387,1438.595,1467.533,27.944,2.07%,92.533,6.73%,6.642533937,93,6.7,6.221719457
323,5.3033E+11,5,3,Block Group 3,500.3,160.7820814,1052,1051.213,1051.989,1057.447,1064.859,1080.584,1105.168,1130.787,11.959,1.15%,78.787,7.49%,7.02484472,79,7.5,6.534161491
324,5.3033E+11,4.02,3,Block Group 3,402.3,79.74510724,1194,1196.099,1196.509,1206.008,1212.926,1228.998,1251.904,1283.597,50.953,4.46%,89.597,7.50%,16.05,90,7.5,14.925
325,5.3033E+11,4.01,3,Block Group 3,401.3,67.94755504,1267,1265.191,1265.678,1274.069,1286.677,1309.395,1344.711,1396.072,-133.057,-9.50%,129.072,10.19%,20.52941176,129,10.2,18.63235294
326,5.3033E+11,4.01,2,Block Group 2,401.2,100.560029,1442,1446.676,1447.566,1453.808,1465.108,1482.734,1550.595,1595.051,17.934,1.26%,153.051,10.61%,15.79207921,153,10.6,14.27722772
327,5.3033E+11,33,4,Block Group 4,3300.4,52.19829358,1178,1180.436,1184.31,1192.853,1215,1247.325,1393.293,1489.35,42.953,3.78%,311.35,26.43%,28.63461538,311,26.4,22.65384615
328,5.3033E+11,35,1,Block Group 1,3500.1,86.09818659,1402,1402.334,1402.965,1409.865,1423.589,1439.696,1463.062,1544.462,101.948,7.84%,142.462,10.16%,17.95348837,142,10.2,16.30232558
329,5.3033E+11,32,1,Block Group 1,3200.1,47.22307384,919,920.215,923.502,933.542,943.957,952.805,980.839,1019.275,29.963,3.37%,100.275,10.91%,21.68085106,100,10.9,19.55319149
330,5.3033E+11,10,1,Block Group 1,1000.1,91.73466033,902,901.27,905.984,909.445,913.845,926.625,941.632,962.49,122.969,15.79%,60.49,6.71%,10.45652174,60,6.7,9.804347826
331,5.3033E+11,42,4,Block Group 4,4200.4,93.05963938,1485,1483.815,1484.172,1492.056,1490.5,1495.326,1520.987,1561.885,76.943,5.46%,76.885,5.18%,16.79569892,77,5.2,15.96774194
332,5.3033E+11,42,2,Block Group 2,4200.2,126.7591299,1632,1632.844,1633.712,1643.535,1647.745,1667.314,1681.525,1699.676,93.939,6.11%,67.676,4.15%,13.38582677,68,4.1,12.8503937
333,5.3033E+11,41,1,Block Group 1,4100.1,89.82231178,1442,1440.751,1441.666,1453.366,1463.608,1484.845,1503.649,1543.664,155.95,12.13%,101.664,7.05%,17.15555556,102,7.1,16.02222222
334,5.3033E+11,44,1,Block Group 1,4400.1,80.90131332,1253,1252.021,1254.036,1258.719,1268.841,1254.32,1279.869,1296.841,45.951,3.81%,43.841,3.50%,16.01234568,44,3.5,15.4691358
335,5.3033E+11,57,2,Block Group 2,5700.2,96.38592491,1163,1162.069,1162.435,1160.498,1168.802,1178.962,1192.145,1214.997,124.96,12.04%,51.997,4.47%,12.65625,52,4.5,12.11458333
336,5.3033E+11,56,1,Block Group 1,5600.1,117.4615429,1248,1246.968,1257.619,1270.454,1291.97,1325.8,1375.191,1415.43,-27.053,-2.12%,167.43,13.42%,12.09401709,167,13.4,10.66666667
337,5.3033E+11,51,3,Block Group 3,5100.3,59.87808171,1121,1113.806,1117.063,1123.986,1134.108,1151.213,1168.979,1194.418,44.958,4.18%,73.418,6.55%,19.9,73,6.5,18.68333333
338,5.3033E+11,74.01,4,Block Group 4,7401.4,16.49650813,1136,1140.92,1144.138,1162.642,1221.346,1309.388,1389.211,1421.214,14.956,1.33%,285.214,25.11%,88.8125,285,25.1,71
339,5.3033E+11,65,3,Block Group 3,6500.3,67.65621779,1555,1548.504,1549.174,1557.708,1568.395,1591.911,1676.398,1726.421,121.944,8.51%,171.421,11.02%,25.38235294,171,11,22.86764706
340,5.3033E+11,53.01,4,Block Group 4,5301.4,17.61886077,913,911.857,1253.312,1249.779,1263.687,1536.275,1600.496,1631.668,-67.04,-6.84%,718.668,78.72%,90.66666667,719,78.7,50.72222222
341,5.3033E+11,41,6,Block Group 6,4100.6,107.9070423,881,882.505,883.14,887.342,895.008,911.509,924.693,943.896,-54.037,-5.78%,62.896,7.14%,8.740740741,63,7.1,8.157407407
342,5.3033E+11,41,2,Block Group 2,4100.2,263.906653,1666,1657.586,1659.889,1672.634,1692.267,1719.589,1744.836,1785.979,43.934,2.71%,119.979,7.20%,6.765151515,120,7.2,6.310606061
343,5.3033E+11,70,3,Block Group 3,7000.3,45.97074377,1559,1554.226,1561.806,1567.349,1581.852,1601.889,1652.207,1724.84,61.94,4.14%,165.84,10.64%,37.5,166,10.6,33.89130435
344,5.3033E+11,72,1,Block Group 1,7200.1,203.7299851,2640,2673.655,2692.447,2600.517,3712.225,5213.744,5885.005,6644.021,1268.947,92.55%,4004.021,151.67%,32.56862745,4004,151.7,12.94117647
345,5.3033E+11,82,1,Block Group 1,8200.1,61.61869202,883,881.852,882.915,890.031,900.244,1557.867,1677.034,1728.093,236.974,36.68%,845.093,95.71%,27.87096774,845,95.7,14.24193548
346,5.3033E+11,82,2,Block Group 2,8200.2,15.07565219,1389,1387.103,1387.614,1396.392,1410.344,1434.08,1470.988,1524.523,351.957,33.94%,135.523,9.76%,101.6666667,136,9.8,92.6
347,5.3033E+11,84,3,Block Group 3,8400.3,21.34965781,1080,1078.457,1019.551,1062.7,1074.682,1256.365,1559.308,1644.723,-262.054,-19.53%,564.723,52.29%,78.33333333,565,52.3,51.42857143
348,5.3033E+11,91,1,Block Group 1,9100.1,76.29601033,1301,1299.666,1285.429,1290.398,1296.352,1358.762,1386.945,1560.965,355.961,37.67%,259.965,19.98%,20.53947368,260,20,17.11842105
349,5.3033E+11,86,3,Block Group 3,8600.3,46.8541455,1164,1162.855,1166.409,1170.983,1176.546,967.747,1188.551,1251.727,58.955,5.34%,87.727,7.54%,26.63829787,88,7.5,24.76595745
350,5.3033E+11,75,2,Block Group 2,7500.2,34.05828756,1295,1293.312,1293.822,1304.994,1400.781,1642.376,1703.46,1950.375,223.958,20.91%,655.375,50.61%,57.35294118,655,50.6,38.08823529
351,5.3033E+11,95,3,Block Group 3,9500.3,154.6535718,1387,1387.907,1388.027,1397.069,1402.416,1410.851,1431.704,1460.613,24.945,1.83%,73.613,5.31%,9.425806452,74,5.3,8.948387097
352,5.3033E+11,95,4,Block Group 4,9500.4,113.6247376,1427,1527.504,1543.582,1551.036,1570.044,1601.557,1681.246,1727.806,70.943,5.23%,300.806,21.08%,15.15789474,301,21.1,12.51754386
353,5.3033E+11,93,1,Block Group 1,9300.1,186.5853195,816,815.177,815.646,820.188,824.195,835.868,858.113,878.67,-144.04,-15.00%,62.67,7.68%,4.700534759,63,7.7,4.363636364
354,5.3033E+11,94,2,Block Group 2,9400.2,157.0110062,1189,1191.152,1191.708,1207.035,1347.388,1407.033,1459.353,1543.474,325.967,37.77%,354.474,29.81%,9.828025478,354,29.8,7.573248408
355,5.3033E+11,107.02,1,Block Group 1,10702.1,74.81041278,1164,1173.47,1173.982,1183.128,1193.087,1204.261,1223.89,1245.411,179.96,18.29%,81.411,6.99%,16.6,81,7,15.52
356,5.3033E+11,105,5,Block Group 5,10500.5,86.92821356,1393,1391.466,1392.075,1394.425,1415.939,1419.795,1524.489,1568.977,340.959,32.41%,175.977,12.63%,18.03448276,176,12.6,16.01149425
